host,is_compromised,x,y,cluster
C11581,,11.232091,7.4192758,2
C11583,,7.132816,1.866825,1
C11585,,11.174782,15.198793,2
C11587,,16.170937,2.2061238,2
C11591,,11.109223,17.067595,2
C11596,,11.500918,9.14713,2
C11598,,7.6403403,2.8131475,2
C11600,,1.1149379,-0.5859931,1
C11604,,0.20646103,3.2014375,0
C11607,,3.8607275,1.6468207,1
C11609,,16.633139,1.8274858,2
C1161,,11.491387,-5.0965943,1
C11613,,11.1989,7.3012443,2
C11616,,11.091546,14.173158,2
C11617,,12.118824,16.921883,2
C11619,,11.278664,15.187235,2
C11621,,16.477049,2.0265586,2
C11622,,5.475503,2.471819,1
C11623,,8.3382435,2.5525105,2
C11625,,4.631348,0.7530803,1
C11627,,4.70817,4.676088,1
C11629,,16.599216,1.8698949,2
C11631,,16.105463,1.3893863,1
C11632,,10.178643,3.2548802,2
C11634,,5.689497,-0.18975924,1
C11637,,16.486845,1.4417039,2
C11639,,16.225649,1.6708649,2
C11641,,8.65322,2.5082793,2
C11643,,5.881438,8.52903,0
C11646,,6.884659,1.7462882,1
C11648,,14.463988,6.1036334,2
C11650,,3.9671116,3.204782,1
C11654,,10.072246,4.2668114,2
C11658,,8.866241,9.896993,2
C1166,,11.288643,-6.7282963,1
C11661,,6.395994,3.525571,1
C11663,,10.787687,16.770544,2
C11665,,16.591343,1.9277574,2
C11667,,14.531366,5.397613,2
C11669,,10.3998575,4.623129,2
C1167,,12.3203745,-5.114021,1
C11671,,11.494494,16.519968,2
C11677,,4.6164894,-1.1150652,1
C11679,,9.565705,4.368478,2
C11681,,8.618529,4.3322673,2
C11686,,12.417381,14.696022,2
C11688,,14.291105,6.3080654,2
C1169,,12.119108,-5.041479,1
C11693,,11.949511,16.255571,2
C11694,,12.50269,16.187294,2
C11695,,11.698514,8.7043,2
C11697,,5.041875,4.4534063,1
C11699,,6.3730206,-0.24909587,1
C117,,13.42785,0.71656543,2
C11701,,5.830582,12.763132,0
C11706,,1.7817421,0.5824982,1
C11708,,12.094343,16.97349,2
C1171,,12.25067,-6.329256,1
C11710,,9.84594,4.1485543,2
C11711,,4.413605,1.0241091,1
C11714,,11.429248,15.241942,2
C11716,,0.44574,3.1035848,0
C11717,,6.241154,0.27434418,1
C11719,,4.4996653,0.8107876,1
C11723,,16.576595,1.9481065,2
C11725,,4.5930166,-0.9233416,1
C11727,,9.873011,4.0682287,2
C11729,,10.889503,17.17835,2
C1173,,12.544178,0.26453426,2
C11733,,16.180038,1.6811628,2
C11734,,4.04904,2.4020479,1
C11736,,11.190228,15.338266,2
C11738,,12.503362,14.476555,2
C11740,,7.851283,4.391472,1
C11741,,6.804697,3.4183948,1
C11743,,17.149237,5.3592286,2
C11746,,6.7911096,4.3064404,1
C11748,,4.7389793,4.7402043,1
C1175,,10.827143,2.6990943,2
C11750,,0.19768333,3.1954749,0
C11751,,2.9743323,3.538323,0
C11753,,4.794114,0.69949013,1
C11755,,10.097851,3.232367,2
C11757,,7.664024,2.9655786,1
C11762,,11.394753,15.223168,2
C11764,,5.2259884,3.6333382,1
C11766,,11.174069,17.484259,2
C11768,,7.5530415,9.619048,2
C1177,,-2.1761234,8.126945,0
C11770,,9.790158,4.3418813,2
C11772,,11.678312,8.688315,2
C11774,,5.4189134,4.6907578,1
C11775,,11.162831,16.513723,2
C11777,,12.299465,15.220143,2
C11779,,11.144323,17.426987,2
C1178,,-1.2273239,7.3022957,0
C11781,,7.712964,2.1601171,1
C11783,,9.180107,2.6492646,2
C11787,,9.279642,3.7110016,2
C11789,,16.71513,1.9110771,2
C1179,,11.997027,-5.5949326,1
C11798,,10.745459,16.249006,2
C11800,,4.2837143,0.8349807,1
C11803,,11.538499,9.239449,2
C11804,,11.082187,17.336065,2
C11812,,11.193488,15.592821,2
C11813,,12.142097,16.229052,2
C11815,,4.716229,-1.3641994,1
C11817,,4.7245955,-1.3750461,1
C11821,,5.809489,-0.83426684,1
C11823,,14.300606,6.33068,2
C11827,,8.62181,9.901842,2
C11831,,10.7899475,16.752718,2
C11833,,11.44541,16.516184,2
C11839,,11.575258,8.468416,2
C1184,,12.372958,-7.2880754,1
C11841,,7.964685,2.3651307,2
C11844,,10.916613,16.829945,2
C11846,,4.8860354,6.0901494,2
C11847,,6.3625655,3.5094075,1
C11849,,11.347074,7.7038155,2
C1185,,12.6739235,-6.6145606,1
C11851,,1.7094017,-0.48984608,1
C11856,,11.144598,17.095606,2
C11858,,16.89365,4.551604,2
C1186,,10.5294075,2.1605422,2
C11860,,2.10401,9.014706,0
C11861,,11.059393,16.932009,2
C11863,,3.5555031,10.074344,0
C11864,,1.9932148,-0.05849625,1
C11868,,14.275754,6.344079,2
C1187,,0.63935786,6.4857574,0
C11870,,8.165826,2.3640547,2
C11873,,11.172663,15.697352,2
C11877,,3.6925926,3.3145978,1
C11879,,16.420378,2.122244,2
C11881,,6.2290444,3.9186504,1
C11883,,16.349022,1.376531,2
C11885,,6.8128443,8.970475,2
C11886,,11.057098,15.693107,2
C11888,,1.9876082,-0.043297727,1
C11890,,3.9377413,2.1313422,1
C11893,,14.145942,6.392718,2
C11894,,10.803517,16.290989,2
C11896,,16.386929,1.8506783,2
C11900,,1.1041107,-0.59451216,1
C11902,,9.389698,3.7720177,2
C11904,,11.018952,17.174461,2
C11908,,11.657856,9.526416,2
C11910,,5.659244,-0.12734427,1
C11912,,5.0030613,0.5715896,1
C11915,,16.198444,2.4748201,2
C11917,,9.273554,9.192953,2
C11918,,3.0882282,3.0259492,1
C1192,,10.430342,2.22505,2
C11922,,11.486284,17.217346,2
C11924,,16.30068,1.3846506,1
C11926,,10.778731,16.225012,2
C11928,,5.2781534,0.14717671,1
C11929,,5.494895,2.3972442,1
C1193,,11.023916,-3.7440114,1
C11932,,16.702333,1.9009949,2
C11936,,5.768293,-0.74488527,1
C11938,,4.961988,-1.4072722,1
C1194,,-1.592031,8.302363,0
C11940,,10.666216,16.592476,2
C11943,,1.2322222,3.4825342,0
C11946,,4.549153,2.6447732,1
C11948,,16.36173,1.4331492,2
C11952,,14.23174,6.3496485,2
C11954,,4.718988,-1.1988533,1
C11957,,5.864272,-0.110159,1
C11968,,2.3219986,1.0696566,1
C1197,,10.680398,2.8777807,2
C11973,,11.275355,16.14615,2
C11975,,3.0788794,3.234291,1
C11977,,11.164154,15.631221,2
C11979,,11.038567,6.797152,2
C1198,,10.075264,-0.12223759,1
C11981,,6.107069,1.3793108,1
C11987,,4.716164,-0.19370653,1
C1199,,11.363497,-6.5159163,1
C11990,,16.62848,1.9612048,2
C11992,,5.7117586,-0.93840575,1
C11995,,4.8827214,6.096195,2
C11996,,8.610355,9.990268,2
C12,,12.330583,0.33674094,2
C12000,,11.398785,17.338295,2
C12002,,7.618179,3.2711763,1
C12004,,5.183736,0.46306178,1
C12006,,8.145954,3.0926776,2
C12010,,6.893582,4.251326,1
C12013,,6.377205,-0.24000786,1
C12015,,6.0006504,12.827621,2
C1202,,13.008191,0.06894052,1
C12021,,5.2446594,0.47762656,1
C12023,,6.3200145,12.83898,2
C12024,,5.729993,-0.88355327,1
C12026,,3.8571906,4.2700343,0
C12027,,6.317853,3.6533203,1
C12029,,4.706252,4.709346,0
C12032,,10.7995205,16.698479,2
C12036,,10.81671,16.492346,2
C12038,,9.192616,9.194994,2
C12040,,16.33795,1.4713013,2
C12042,,9.143242,3.6789346,2
C12046,,16.330395,1.3664058,2
C1205,,7.0317225,10.060789,2
C12050,,7.629691,2.7980802,2
C12051,,11.020062,15.770356,2
C12053,,11.138301,7.1040487,2
C12055,,11.725107,17.000772,2
C12057,,4.7094564,0.7148678,1
C12059,,4.526634,-1.2141907,1
C12061,,16.561464,2.0154572,2
C12063,,7.3771133,2.8113875,1
C12067,,14.103326,6.4146852,2
C12069,,7.5186057,2.8273482,1
C1207,,12.623851,0.83207685,2
C12071,,11.798115,16.5985,2
C12074,,16.246784,1.6279472,2
C12076,,16.476355,1.4016993,2
C12078,,11.58158,3.114154,2
C12082,,10.885731,17.156828,2
C12083,,1.9824241,-0.19824958,1
C12085,,9.922473,4.143126,2
C12087,,4.9930463,2.0862613,1
C12089,,16.344002,1.5923647,2
C1209,,1.0742183,6.083329,1
C12091,,16.817123,1.8440696,2
C12093,,12.358402,15.005102,2
C12095,,2.6612484,3.4531636,0
C12098,,4.5929904,-0.8825031,1
C1210,,10.608358,1.0675817,1
C12100,,11.413627,17.04378,2
C12104,,5.2828174,1.9736366,1
C12106,,5.8434057,12.779337,0
C12107,,11.195093,15.392329,2
C12109,,4.7814817,4.2990785,1
C1211,,11.159466,-4.486898,1
C12111,,5.1218333,-1.307081,1
C12113,,10.931878,16.53849,2
C12116,,4.6914234,-1.1536762,1
C12118,,4.8515754,0.6786278,1
C12120,,8.8422,2.8795311,2
C12122,,5.703499,-0.9502587,1
C12125,,1.578583,0.3711026,1
C12129,,9.509333,3.9293408,2
C12133,,16.40937,1.427659,2
C12135,,5.604435,-1.030125,1
C12137,,1.6931162,-0.53148454,1
C1214,,10.621724,2.250238,2
C12141,,14.392216,6.2030916,2
C12143,,11.130023,7.017766,2
C12147,,8.475913,9.673992,2
C12152,,10.662597,16.447657,2
C12154,,14.467258,-3.0303001,1
C12158,,1.1288729,3.4268332,0
C12159,,5.70288,12.762632,0
C1216,,11.447719,-5.047808,1
C12162,,11.033263,6.7683816,2
C12166,,11.924021,16.346712,2
C1217,,12.334182,-7.3322344,1
C12170,,9.766082,4.10364,2
C12172,,7.9252715,9.665377,2
C12174,,1.2511408,3.5043666,0
C12175,,4.2753534,1.0600438,1
C12178,,5.4210663,-1.1417103,1
C1218,,1.083679,6.102003,1
C12180,,6.354758,-0.20702322,1
C12181,,6.7961717,4.43555,1
C12183,,6.9958854,4.3638597,2
C12185,,10.959457,16.672762,2
C12189,,16.750042,1.7520586,2
C1219,,11.56587,-6.262021,1
C12192,,10.918303,16.915796,2
C12199,,16.69978,1.5889653,2
C122,,7.0775075,9.983321,2
C1220,,12.276077,0.2785255,1
C12202,,16.144003,1.43909,1
C12203,,5.2493267,0.63591236,1
C12206,,7.741588,2.3769782,2
C12208,,4.18942,1.3438505,1
C1221,,1.1142963,6.257726,0
C12212,,11.084969,15.770961,2
C12216,,8.300874,2.3900654,1
C12218,,4.042194,1.8004947,1
C1222,,1.0746961,6.2714953,0
C12222,,5.317418,-1.2067255,1
C12224,,6.1445327,1.354837,1
C12226,,11.1864195,16.475395,2
C12228,,14.394902,6.2197013,2
C12230,,10.994358,17.01658,2
C12234,,1.6798035,0.16506921,1
C12236,,14.619421,-3.3433204,1
C12238,,4.515418,-0.522825,1
C1224,,11.509729,-5.8396974,1
C12240,,14.512608,-3.1541083,2
C12242,,1.5369594,0.32962158,1
C12244,,16.428537,2.148498,2
C12247,,14.314901,6.327316,2
C12249,,11.295444,7.6020236,2
C1225,,12.681764,-6.519121,1
C12253,,5.7605543,12.762512,0
C12257,,8.822411,9.4398,2
C12259,,11.208996,16.947004,2
C1226,,13.159734,-0.07820656,1
C12263,,4.977269,-1.4433874,1
C12267,,16.676516,1.8664638,2
C12269,,16.333858,1.6421955,2
C12273,,4.9469795,2.096517,1
C12275,,15.743629,1.9411546,1
C1228,,-1.5760796,8.300077,0
C12281,,10.818486,16.966679,2
C12283,,11.333164,16.5302,2
C12285,,2.2399125,8.455948,0
C1229,,11.472701,-5.7807837,1
C12290,,1.7069622,-0.47699073,1
C12292,,10.8720045,17.028166,2
C12294,,1.7887242,0.11354776,1
C12296,,4.3468337,3.7361965,1
C12298,,16.79567,1.8725804,2
C1230,,13.657536,0.6848657,2
C12302,,16.703176,1.8188131,2
C12308,,0.7899682,3.3128104,0
C12309,,11.139042,7.112688,2
C1231,,12.470853,-7.03941,1
C12316,,11.997001,15.286488,2
C12318,,8.244357,9.796373,2
C12320,,4.795773,-1.2871329,1
C12322,,3.844049,4.2795935,0
C12323,,16.341724,2.21746,2
C12328,,7.299917,1.9961473,1
C1233,,11.475127,-5.1016326,1
C12333,,4.524417,3.8755012,1
C12334,,5.209278,0.48977044,1
C12337,,8.058845,4.4697394,2
C12339,,7.8280916,2.584092,2
C12341,,10.73599,16.670862,2
C12343,,4.805709,-1.2944775,1
C12345,,6.4209476,3.4739547,1
C12347,,8.248587,9.724734,2
C12349,,5.465912,-0.18251072,1
C12351,,1.2544752,3.5085816,0
C12352,,5.58163,-0.96733356,1
C12354,,5.616648,-0.12663917,1
C12358,,0.7955457,3.3162026,0
C12359,,1.1770442,3.458847,0
C1236,,12.386151,-7.2781444,1
C12360,,8.342146,9.63178,2
C12362,,5.2088456,0.32427076,1
C12365,,15.542829,-5.334966,1
C12366,,1.0802919,3.395941,0
C12367,,6.6712565,4.417884,1
C12369,,14.347613,6.306104,2
C12371,,7.7688746,2.3483086,1
C12373,,4.7067194,-0.43759704,1
C12375,,9.452898,4.0939074,2
C12380,,6.0249596,12.483912,2
C12382,,2.2343223,0.918713,1
C12386,,5.845057,12.739037,0
C12387,,16.325546,1.484756,2
C12389,,15.681976,-4.08381,1
C12391,,16.409798,1.3432524,2
C12393,,7.547447,9.672535,2
C12397,,4.5277324,-0.7406342,1
C12399,,16.101568,1.7306439,2
C1240,,1.1890901,6.281112,1
C12402,,7.095729,4.2359567,2
C12403,,16.69702,1.6589674,2
C12406,,7.8808784,9.716729,2
C1241,,11.173903,-6.493364,1
C12410,,14.44677,-3.0649767,1
C12412,,2.2402735,1.4384042,1
C12414,,9.168258,9.208928,2
C12416,,6.3289895,0.16017354,1
C12419,,8.002595,4.4627037,0
C12425,,10.747375,16.747898,2
C12427,,8.867065,9.439989,2
C1243,,7.1695642,9.837556,2
C12430,,5.038036,0.6265555,1
C12432,,4.660684,-1.1604407,1
C12434,,1.6569535,0.16730396,1
C12441,,14.421894,-3.0079427,1
C12443,,16.574179,1.5832676,2
C12445,,1.0883671,-0.5867774,1
C12448,,15.797599,1.8494545,1
C12449,,10.815179,17.08985,2
C12451,,6.3283443,2.898876,1
C12453,,4.4578276,1.0458928,1
C12455,,15.9536,1.7513148,2
C12457,,10.828211,17.047758,2
C12459,,14.449879,-3.1228607,1
C1246,,11.582633,2.921737,2
C12461,,4.978277,-1.4221044,1
C12463,,6.0822153,1.3801528,1
C12465,,14.447564,-3.2479885,1
C12467,,1.7178497,0.55226815,1
C12469,,7.8397484,2.4888813,2
C12471,,5.300393,0.7401858,1
C12473,,1.1652926,3.4509516,0
C12474,,8.073089,4.4708486,2
C12476,,10.67398,16.438704,2
C12478,,4.480646,-1.1868656,1
C1248,,1.22219,5.7922673,0
C12480,,14.43984,-3.0506191,1
C12484,,5.202611,0.50099826,1
C12488,,14.521681,-3.1996279,1
C12490,,2.2453532,1.451854,1
C12494,,14.431044,-3.0383596,1
C12496,,2.232009,1.4631008,1
C12498,,14.379959,6.2931285,2
C1250,,10.113586,-0.11801273,1
C12500,,4.9505463,0.5469627,1
C12502,,7.528027,4.253799,2
C12506,,4.5305185,-0.7662565,1
C1251,,1.3768356,6.1349316,1
C12510,,4.7467904,4.3692446,1
C12513,,10.68388,16.465714,2
C12515,,4.5315433,0.907419,1
C12519,,4.9475083,0.55629396,1
C12523,,5.80549,-0.81923264,1
C12525,,16.559595,1.4282373,2
C12527,,3.7891653,4.2783475,0
C12533,,3.7019618,4.7778378,0
C12534,,4.425751,3.941708,1
C12539,,2.2757576,1.4105814,1
C12543,,2.246566,1.4549708,1
C12545,,8.642254,4.531009,2
C12546,,11.152147,15.297297,2
C12547,,8.797675,9.929547,2
C1255,,10.427392,2.0096664,2
C12550,,7.84363,2.4675865,2
C12552,,7.842271,2.5384817,2
C12554,,6.089184,12.544799,2
C12556,,1.1321149,3.427463,0
C12560,,8.1122055,4.487329,2
C12562,,2.2565608,1.5533743,1
C12564,,1.9528179,-0.0577367,1
C12566,,14.435452,-2.9827344,1
C12568,,2.2368789,1.4562279,1
C12570,,4.5641937,-0.6903149,1
C12578,,2.2273626,1.4590786,1
C12587,,4.469,3.8681707,1
C12588,,2.2425961,1.4184606,1
C1259,,12.133659,-6.2363296,1
C12598,,2.2273767,1.5002685,1
C12599,,0.4221724,3.1288142,0
C126,,1.0601829,6.111947,1
C1260,,13.094742,-0.0037999388,1
C12604,,16.333464,1.399857,2
C12606,,16.597198,1.451028,2
C1261,,11.60462,-4.880653,1
C12613,,15.723728,-5.297814,1
C12616,,16.52765,1.4165431,2
C12618,,7.2813272,2.8023808,1
C1262,,10.821488,2.424271,2
C12622,,1.1874784,3.4683075,0
C12628,,16.562506,1.4133136,2
C12630,,6.3256116,8.668068,1
C12632,,4.4286947,3.8087792,1
C12638,,2.1920772,1.4615571,1
C1264,,-1.9427153,8.43146,0
C12640,,4.437853,3.9447649,1
C12644,,-7.682747,5.7040443,0
C12646,,5.862243,12.739068,0
C12651,,6.2017155,8.621808,1
C12654,,6.482431,8.760715,1
C12674,,0.45170814,3.1189446,0
C1268,,10.077277,4.346075,2
C1269,,9.80737,0.2673865,1
C127,,10.057411,-0.16257201,1
C1273,,12.486082,-6.936636,1
C1276,,13.53084,0.72418463,2
C12765,,2.2717288,8.410993,0
C1277,,12.796287,0.49571294,2
C1279,,12.852185,0.19852181,2
C128,,11.56405,-6.187133,1
C12828,,5.7571845,12.8381195,0
C1283,,12.332556,-7.3546166,1
C1284,,-1.9587859,8.4014845,0
C12849,,2.271346,8.943041,0
C1286,,12.092981,-5.382019,1
C12883,,-7.4730897,5.9446316,0
C1289,,13.656892,0.70108885,2
C1290,,-0.84785926,7.8830285,0
C1291,,-2.240042,8.024304,0
C1292,,11.236116,-6.566738,1
C12922,,0.49523237,3.0857825,0
C1294,,12.651685,-5.9683466,1
C1295,,10.881357,6.3694663,2
C12953,,5.509011,1.9440497,1
C1296,,12.336788,-7.347559,1
C12972,,0.4857839,3.084279,0
C1300,,7.061184,9.985759,2
C13009,,0.4380923,3.110707,0
C13023,,4.6430926,8.534669,0
C1303,,3.207188,4.4345546,0
C13035,,5.9484367,12.510456,2
C1304,,-1.9828355,8.516771,0
C1305,,11.188917,-4.5778017,1
C1307,,-2.2165153,8.0767565,0
C1308,,11.885588,-4.9368057,1
C1310,,1.0254642,6.1172323,1
C1311,,11.169003,-4.500757,1
C1313,,9.896827,0.29338804,1
C1315,,-1.6676008,8.938845,0
C1319,,13.23371,-7.906057,2
C132,,11.549504,-6.207137,1
C1321,,12.698291,-6.5773807,1
C1322,,12.498229,0.30571538,2
C13220,,0.5141214,3.1259387,0
C1323,,12.412392,-7.018403,1
C1324,,12.429271,-7.009798,1
C1325,,-2.2329783,8.034834,0
C133,,11.346011,-5.101016,1
C1332,,12.408187,-7.038266,1
C13345,,2.09618,9.100147,0
C1335,,11.087955,-5.0445595,1
C1336,,10.979805,-3.6847932,1
C1338,,12.475481,-7.256236,1
C134,,10.246106,0.4781246,1
C1340,,4.489706,5.92594,0
C1341,,11.155759,-4.470142,1
C1342,,11.702537,-5.865287,1
C13421,,-7.493213,5.924654,0
C1343,,11.199217,-6.618701,1
C1344,,11.518648,0.70091265,1
C1346,,11.854389,-4.900809,1
C1347,,-1.8387866,9.164975,0
C13488,,4.687887,6.1405315,2
C1349,,13.058791,0.036110863,2
C1350,,-1.7477372,9.138861,0
C1351,,12.855529,-5.835206,1
C13527,,2.916659,2.7136588,1
C1354,,12.33485,-6.875096,1
C1356,,13.116479,-0.006812493,2
C1357,,7.3150625,9.68859,2
C1358,,12.364502,-5.838409,1
C136,,11.909028,-4.977637,1
C1363,,11.09109,-5.0227346,1
C13637,,11.056238,6.8390636,2
C1364,,0.6955267,6.437398,0
C1365,,10.103047,-0.054413125,1
C13656,,5.783216,12.755394,0
C1366,,-2.1304667,8.191499,0
C1367,,12.336443,-7.3293157,1
C1368,,-0.81707585,7.860961,0
C1369,,12.881727,-5.2841296,1
C13700,,6.0736394,12.806562,2
C1371,,10.48599,2.1608365,2
C1375,,-1.6891792,9.0411215,0
C1376,,12.707891,-6.6218686,1
C138,,11.158304,-4.4709115,1
C1381,,13.491213,0.75176173,2
C13834,,2.0261166,9.180937,0
C1384,,11.354777,-6.7625504,1
C1386,,10.687511,0.9732712,1
C1387,,12.855185,0.33444756,2
C1389,,12.767391,0.38118738,2
C1392,,10.782596,2.0936782,2
C1393,,12.364277,-7.290706,1
C1396,,12.401893,-7.2331066,1
C1398,,10.968839,2.493949,2
C1399,,11.869156,-6.8504763,1
C140,,11.26318,-4.94317,1
C1401,,11.895102,-6.791953,1
C14014,,4.625708,8.542245,0
C1403,,-1.2450471,7.3132157,0
C1407,,11.345392,-6.766595,1
C1409,,10.157911,0.004155647,1
C141,,13.081282,0.009284068,2
C1410,,13.662936,0.7019125,2
C1411,,12.230865,0.35801002,1
C1412,,12.809053,-6.3067775,1
C1416,,12.396915,-5.9541736,1
C1417,,12.075847,-5.3469,1
C1418,,11.370835,-5.6211443,1
C142,,11.559515,-6.1996927,1
C1420,,7.058203,9.980922,2
C1421,,11.701285,1.9818432,2
C1423,,7.2767363,9.730525,2
C1425,,-1.7335398,9.083302,0
C1427,,12.997857,0.10472166,2
C14270,,4.6937766,8.539651,0
C1428,,13.070124,0.023270316,1
C1429,,-1.7257429,9.118054,0
C1432,,13.333109,-8.070228,1
C1433,,12.204322,-5.299785,1
C14343,,4.635449,8.535997,0
C1435,,7.0927544,10.057139,2
C1439,,11.523979,-5.125422,1
C144,,0.61292344,6.503996,0
C1440,,13.43076,0.7374366,2
C1441,,12.388818,-7.004836,1
C1442,,0.88464874,6.3066754,0
C1443,,10.8368845,1.3259933,2
C14437,,2.2667413,8.407152,0
C1444,,11.017795,-3.7785876,1
C1445,,-1.7301265,9.118061,0
C1447,,11.780986,-5.031408,1
C1449,,11.802761,-6.838661,1
C1450,,10.438723,2.2523863,2
C1453,,7.357237,9.649564,2
C14535,,2.249196,8.440214,0
C14536,,0.17409408,3.215512,0
C1458,,11.189937,-6.5759735,1
C14580,,11.744013,2.9506757,2
C1463,,12.771074,0.4299834,2
C14646,,4.639418,8.536558,0
C1467,,13.496785,5.49434,2
C14674,,-7.4817195,5.936681,0
C14675,,2.2634401,8.41224,0
C14678,,6.2444916,8.629799,1
C1468,,0.52575666,6.5664988,0
C1472,,12.329486,-6.0829053,1
C1474,,12.816933,-6.4529376,1
C1475,,11.525564,-6.197018,1
C1477,,10.286345,2.3429592,2
C14783,,-7.857447,5.636068,0
C14789,,-7.9103274,5.605971,0
C148,,11.012447,2.8126264,2
C1480,,11.287798,-4.581195,1
C1483,,12.108959,-5.179286,1
C1484,,11.79544,3.0120952,2
C1485,,10.311443,2.3466358,2
C1487,,11.207592,-4.3819385,2
C1488,,-1.7225794,9.130894,0
C149,,12.213791,0.3683209,1
C1490,,10.6380205,1.0917187,1
C14909,,2.253974,8.463598,0
C14912,,6.3049803,12.852069,2
C1494,,15.134535,-5.1975875,1
C1496,,1.4035083,6.1735077,1
C15,,0.7595297,6.3960376,0
C150,,12.315993,0.3505315,1
C1501,,10.0869465,-0.14203836,1
C15055,,2.2140071,8.910121,0
C1506,,7.320121,9.702501,2
C1507,,11.120713,-4.796679,1
C1508,,13.546979,0.72030956,2
C15086,,-7.56659,5.839462,0
C15096,,-7.904157,5.5817194,0
C151,,10.007479,0.25509197,1
C15101,,2.9107773,2.7180817,1
C15110,,0.27707323,3.1656196,0
C1512,,12.689185,-6.6187863,1
C1513,,11.159656,-6.5770564,1
C1514,,15.73738,1.9155893,2
C1515,,7.14934,9.867491,2
C1516,,11.182909,-4.9427037,1
C1517,,-1.8660567,9.194004,0
C15182,,2.3791559,8.90874,0
C1519,,12.218728,-5.207358,1
C152,,12.958515,0.30510193,2
C1520,,0.7557003,6.40372,0
C1524,,-1.6270009,8.693174,0
C1526,,10.988033,-3.73304,1
C1528,,11.062363,-5.065802,1
C153,,-1.7351186,9.127092,0
C15318,,-7.9063687,5.5937896,0
C15332,,-7.825634,5.651397,0
C15341,,0.7579444,3.3080425,0
C15365,,7.5917354,3.438093,2
C1537,,10.476987,2.139767,2
C1538,,12.481876,-7.2280207,1
C1539,,-1.681804,9.016308,0
C154,,7.063925,9.980851,2
C1540,,0.71151704,6.426614,0
C15408,,2.9188743,2.7144039,1
C1543,,13.6115465,0.7054495,2
C1544,,-1.9538105,8.3978615,0
C15459,,-7.4855623,5.931602,0
C1547,,11.511741,-5.1299977,1
C15476,,3.8283088,4.2838817,0
C1549,,11.304958,-5.294214,1
C15499,,0.4764148,3.1480668,0
C1550,,12.826515,0.47821277,2
C1553,,-1.2589465,7.3153543,0
C15539,,-8.123402,5.333549,0
C1554,,11.17648,-4.355352,2
C1555,,14.240841,-4.6431484,1
C1556,,12.36966,0.34535208,2
C15565,,2.1690702,9.008235,0
C156,,9.848249,0.21552731,1
C1561,,0.7183925,6.422051,0
C1562,,11.486764,-5.1246634,1
C1565,,12.357924,-7.326128,1
C15650,,2.907459,2.7175403,1
C1567,,13.408486,-8.164529,2
C1568,,1.1064512,6.2216253,1
C157,,11.522354,-6.235481,1
C1570,,13.406346,-8.162,1
C1572,,10.038608,0.031743318,1
C1574,,-1.2355219,7.3103647,0
C15758,,14.441599,-3.0986197,1
C15762,,-7.47575,5.9414406,0
C1577,,12.527119,-7.029628,1
C15770,,2.3931327,8.75995,0
C1578,,-1.6858814,9.039112,0
C1580,,1.2897385,5.724421,0
C15805,,1.1939113,3.4718482,0
C1581,,10.518083,1.9058225,2
C15818,,4.706502,6.0519443,0
C1583,,12.516388,-5.945067,1
C1584,,13.661428,0.7151033,2
C1587,,1.3818234,6.121817,1
C15881,,2.2185814,8.920613,0
C159,,7.132836,9.883332,2
C1590,,9.794045,-0.23971215,1
C1591,,11.701455,-4.7642884,1
C1592,,0.9755088,6.284229,0
C1593,,11.169816,-6.599738,1
C15930,,11.505905,3.0462985,2
C15976,,-7.4801908,5.9405556,0
C15977,,3.7978199,4.907402,1
C16,,0.5571332,6.5426683,0
C160,,11.616821,-6.012859,1
C1601,,3.3538125,4.3396173,0
C16014,,2.2791352,8.366503,0
C1602,,13.666457,0.6853295,2
C16029,,-8.099054,5.349005,0
C16054,,4.6042523,8.530302,0
C1607,,15.181107,-4.624172,1
C1609,,13.754537,5.852243,2
C16095,,5.525953,12.629911,0
C16097,,5.5742397,12.634494,0
C16098,,1.1943405,3.4678724,0
C161,,12.360918,1.2628316,2
C16106,,2.1282015,9.0568695,0
C1611,,13.433623,-8.189814,2
C16124,,1.923715,9.307749,0
C16128,,0.82892656,3.3135197,0
C16135,,-7.5026627,5.9011936,0
C16136,,3.727182,4.8075852,0
C16137,,6.1598043,8.591727,0
C1616,,13.178252,-0.06383565,1
C1622,,11.287362,-6.0096045,1
C1624,,13.350191,-8.087685,1
C1627,,10.322515,2.3972917,2
C1628,,10.2857485,2.604885,2
C1630,,8.472067,2.651196,2
C16347,,1.9279039,9.303523,0
C1638,,11.010549,-3.7280307,2
C16397,,7.46323,9.554986,0
C164,,11.571627,-5.0983863,1
C1643,,1.9297903,9.298225,0
C1645,,7.234928,9.770721,2
C1646,,1.2093002,5.9994235,0
C1649,,-0.7292857,7.8352823,0
C165,,12.358907,-7.317883,1
C1650,,-1.2389203,7.3093295,0
C16507,,6.4491,8.745842,1
C1654,,12.930559,-7.408547,1
C1655,,-1.7338314,9.097802,0
C16589,,11.553861,2.943431,1
C1663,,12.740435,0.60062534,2
C16640,,2.4115202,8.874221,0
C1665,,2.75198,4.129568,0
C1670,,4.5995946,6.2281566,0
C1671,,12.771875,-6.308929,1
C16712,,14.206017,4.148582,2
C1672,,14.85861,-5.7344084,1
C1680,,4.9992294,2.0639184,1
C1685,,13.332661,-8.065714,2
C16864,,-7.496554,5.91642,0
C169,,12.823625,-6.3230114,1
C1697,,8.74552,3.2852437,2
C1698,,6.53599,4.4548893,1
C17,,1.376532,6.1773086,1
