host,dns_unique_dst,dns_total_queries,auth_unique_users,auth_total_events,auth_failed,proc_unique_processes,proc_total_events,is_compromised
C15802,22.0,1106.0,0.0,0.0,0.0,0.0,0.0,0
C15804,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0
C15806,14.0,140.0,0.0,0.0,0.0,0.0,0.0,0
C15809,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0
C1581,4.0,5.0,85.0,2124.0,5.0,11.0,113.0,0
C15812,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0
C1582,0.0,0.0,2.0,104.0,0.0,12.0,92.0,0
C15828,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1583,0.0,0.0,2.0,66.0,0.0,13.0,94.0,0
C15832,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C15838,22.0,1122.0,0.0,0.0,0.0,0.0,0.0,0
C15839,17.0,123.0,0.0,0.0,0.0,0.0,0.0,0
C1584,1.0,1.0,2.0,106.0,0.0,11.0,97.0,0
C15843,18.0,327.0,0.0,0.0,0.0,0.0,0.0,0
C1585,9.0,15.0,2.0,76.0,0.0,42.0,214.0,0
C15855,17.0,581.0,0.0,0.0,0.0,0.0,0.0,0
C1586,0.0,0.0,4.0,446.0,1.0,0.0,0.0,0
C15865,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C1587,0.0,0.0,1.0,65.0,0.0,14.0,208.0,0
C1588,0.0,0.0,1.0,71.0,0.0,11.0,91.0,0
C15880,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C15882,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0
C1589,12.0,95.0,2.0,93.0,0.0,13.0,98.0,0
C15897,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0
C15899,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C159,22.0,1611.0,1.0,37.0,0.0,15.0,113.0,0
C1590,17.0,30.0,3.0,210.0,0.0,16.0,271.0,0
C15906,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0
C15908,7.0,181.0,0.0,0.0,0.0,0.0,0.0,0
C1591,10.0,90.0,1.0,67.0,0.0,10.0,95.0,0
C15911,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C15913,5.0,61.0,0.0,0.0,0.0,0.0,0.0,0
C15914,21.0,1222.0,0.0,0.0,0.0,0.0,0.0,0
C1592,0.0,0.0,3.0,111.0,0.0,16.0,126.0,0
C1593,0.0,0.0,1.0,36.0,0.0,11.0,95.0,0
C15937,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C15948,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C1595,0.0,0.0,1.0,851.0,0.0,0.0,0.0,0
C15950,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C15954,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C1596,0.0,0.0,4.0,69.0,28.0,9.0,161.0,0
C15964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1597,0.0,0.0,2.0,165.0,0.0,0.0,0.0,0
C15984,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0
C1599,7.0,9.0,3.0,43.0,0.0,6.0,98.0,0
C15993,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C16,0.0,0.0,1.0,42.0,0.0,11.0,90.0,0
C160,0.0,0.0,1.0,54.0,0.0,12.0,102.0,0
C16001,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0
C16008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1601,3.0,4.0,4.0,123.0,0.0,2.0,21.0,0
C1602,0.0,0.0,2.0,78.0,0.0,11.0,89.0,0
C16026,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C16029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1603,0.0,0.0,8.0,93.0,0.0,5.0,93.0,0
C16032,15.0,143.0,0.0,0.0,0.0,0.0,0.0,0
C16033,23.0,666.0,0.0,0.0,0.0,0.0,0.0,0
C16036,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C1604,1.0,1.0,1.0,57.0,0.0,0.0,0.0,0
C16045,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0
C16054,22.0,1175.0,0.0,0.0,0.0,0.0,0.0,0
C16055,22.0,331.0,0.0,0.0,0.0,0.0,0.0,0
C16060,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16061,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16062,27.0,551.0,0.0,0.0,0.0,0.0,0.0,0
C16065,25.0,364.0,0.0,0.0,0.0,0.0,0.0,0
C16067,21.0,1148.0,0.0,0.0,0.0,0.0,0.0,0
C16069,23.0,236.0,0.0,0.0,0.0,0.0,0.0,0
C1607,0.0,0.0,1.0,125.0,0.0,0.0,0.0,0
C16070,19.0,602.0,0.0,0.0,0.0,0.0,0.0,0
C16071,19.0,229.0,0.0,0.0,0.0,0.0,0.0,0
C16072,17.0,113.0,0.0,0.0,0.0,0.0,0.0,0
C16073,17.0,9587.0,0.0,0.0,0.0,0.0,0.0,0
C16076,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0
C16079,25.0,2244.0,0.0,0.0,0.0,0.0,0.0,0
C1608,0.0,0.0,2.0,38.0,0.0,30.0,821.0,0
C16080,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0
C16085,15.0,111.0,0.0,0.0,0.0,0.0,0.0,0
C16087,19.0,168.0,0.0,0.0,0.0,0.0,0.0,0
C16088,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0
C1609,0.0,0.0,5.0,92.0,0.0,0.0,0.0,0
C16096,15.0,681.0,0.0,0.0,0.0,0.0,0.0,0
C161,24.0,1118.0,3.0,178.0,0.0,67.0,635.0,0
C1610,8.0,15.0,3.0,46.0,0.0,9.0,136.0,0
C16103,26.0,2356.0,0.0,0.0,0.0,0.0,0.0,0
C1611,0.0,0.0,4.0,323.0,1.0,57.0,2715.0,0
C1613,1.0,1.0,3.0,43.0,0.0,0.0,0.0,0
C16130,19.0,579.0,0.0,0.0,0.0,0.0,0.0,0
C16137,22.0,196.0,0.0,0.0,0.0,0.0,0.0,0
C16146,13.0,139.0,0.0,0.0,0.0,0.0,0.0,0
C16148,12.0,54.0,0.0,0.0,0.0,0.0,0.0,0
C1615,0.0,0.0,2.0,54.0,0.0,5.0,34.0,0
C16152,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0
C16156,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0
C16158,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C1616,0.0,0.0,1.0,29.0,0.0,8.0,136.0,0
C16168,23.0,257.0,0.0,0.0,0.0,0.0,0.0,0
C16169,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C16177,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C16179,22.0,608.0,0.0,0.0,0.0,0.0,0.0,0
C1618,0.0,0.0,49.0,5659.0,6.0,0.0,0.0,0
C16182,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0
C16184,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0
C1619,0.0,0.0,38.0,12925.0,6.0,0.0,0.0,0
C16191,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0
C162,0.0,0.0,1.0,36.0,0.0,11.0,170.0,0
C16204,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1621,1.0,1.0,1.0,1016.0,0.0,0.0,0.0,0
C1622,3.0,3.0,2.0,205.0,0.0,12.0,42.0,0
C16226,15.0,48.0,0.0,0.0,0.0,0.0,0.0,0
C16228,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0
C1623,19.0,105.0,1.0,88.0,0.0,12.0,99.0,0
C16230,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0
C1624,17.0,1042.0,3.0,135.0,0.0,11.0,10182.0,0
C16242,8.0,486.0,0.0,0.0,0.0,0.0,0.0,0
C16247,25.0,678.0,0.0,0.0,0.0,0.0,0.0,0
C1625,15.0,200.0,1.0,76.0,0.0,10.0,92.0,0
C1626,0.0,0.0,2.0,88.0,0.0,13.0,100.0,0
C16266,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C16268,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1627,0.0,0.0,2.0,87.0,0.0,19.0,185.0,0
C16277,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0
C1628,6.0,6.0,5.0,299.0,0.0,10.0,80.0,0
C16289,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0
C16291,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C163,3.0,3.0,2.0,65.0,0.0,12.0,91.0,0
C1630,3.0,6.0,4.0,77.0,0.0,0.0,0.0,0
C16307,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0
C16312,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0
C16316,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C1632,0.0,0.0,1.0,58.0,0.0,12.0,455.0,0
C1633,14.0,91.0,2.0,429.0,0.0,11.0,94.0,0
C16334,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0
C1634,1.0,2.0,3.0,994.0,0.0,0.0,0.0,0
C16341,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C16351,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1636,0.0,0.0,1.0,960.0,0.0,0.0,0.0,0
C16363,21.0,1151.0,0.0,0.0,0.0,0.0,0.0,0
C16366,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C1637,3.0,4.0,2.0,74.0,0.0,17.0,144.0,0
C16377,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0
C1638,1.0,1.0,1.0,28.0,0.0,9.0,154.0,0
C16383,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0
C16387,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16397,39.0,5156.0,0.0,0.0,0.0,0.0,0.0,0
C164,3.0,3.0,2.0,66.0,0.0,14.0,107.0,0
C16403,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0
C16407,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0
C1641,9.0,28.0,3.0,121.0,0.0,53.0,220.0,0
C16414,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1643,0.0,0.0,1.0,291.0,0.0,0.0,0.0,0
C16432,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1644,2.0,4.0,9.0,392.0,0.0,10.0,151.0,0
C16440,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16447,14.0,39.0,0.0,0.0,0.0,0.0,0.0,0
C16449,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0
C1645,22.0,1931.0,3.0,132.0,0.0,14.0,116.0,0
C16451,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C16459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1646,3.0,6.0,3.0,602.0,3.0,9.0,1246.0,0
C16467,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C1647,15.0,99.0,1.0,66.0,0.0,10.0,93.0,0
C16478,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0
C1648,9.0,38.0,1.0,79.0,0.0,9.0,88.0,0
C16484,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C1649,15.0,95.0,2.0,451.0,0.0,11.0,94.0,0
C16490,27.0,1564.0,0.0,0.0,0.0,0.0,0.0,0
C16492,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C16496,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0
C165,0.0,0.0,2.0,83.0,0.0,17.0,105.0,0
C1650,0.0,0.0,2.0,86.0,0.0,15.0,125.0,0
C16502,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C16507,25.0,840.0,0.0,0.0,0.0,0.0,0.0,0
C16508,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C1651,0.0,0.0,1.0,108.0,0.0,12.0,99.0,0
C16510,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0
C16518,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0
C1652,14.0,51.0,1.0,95.0,0.0,10.0,93.0,0
C16520,28.0,1184.0,0.0,0.0,0.0,0.0,0.0,0
C16526,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C1653,23.0,2265.0,1.0,92.0,0.0,10.0,96.0,0
C16535,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16539,15.0,96.0,0.0,0.0,0.0,0.0,0.0,0
C1654,2.0,2.0,2.0,54.0,2.0,11.0,1960.0,0
C1655,0.0,0.0,3.0,128.0,0.0,13.0,100.0,0
C16555,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0
C16557,30.0,414.0,0.0,0.0,0.0,0.0,0.0,0
C1656,13.0,36.0,1.0,70.0,0.0,10.0,95.0,0
C16561,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16569,14.0,46.0,0.0,0.0,0.0,0.0,0.0,0
C1657,2.0,3.0,2.0,67.0,0.0,5.0,70.0,0
C16578,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1658,0.0,0.0,2.0,8.0,0.0,5.0,18.0,0
C16580,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C16583,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0
C16587,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0
C1659,0.0,0.0,1.0,55.0,0.0,9.0,89.0,0
C16590,16.0,39.0,0.0,0.0,0.0,0.0,0.0,0
C16598,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C166,0.0,0.0,2.0,65.0,0.0,14.0,115.0,0
C1660,1.0,1.0,2.0,89.0,0.0,0.0,0.0,0
C1661,0.0,0.0,2.0,67.0,0.0,6.0,151.0,0
C16614,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16616,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0
C16618,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C16627,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0
C1663,0.0,0.0,2.0,133.0,0.0,13.0,98.0,0
C16633,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0
C1664,1.0,1.0,3.0,6.0,0.0,5.0,43.0,0
C16640,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0
C16645,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1665,0.0,0.0,3.0,50.0,0.0,12.0,105.0,0
C16653,16.0,93.0,0.0,0.0,0.0,0.0,0.0,0
C1666,6.0,10.0,3.0,901.0,0.0,4.0,15.0,0
C1667,3.0,9.0,2.0,62.0,0.0,0.0,0.0,0
C16671,16.0,52.0,0.0,0.0,0.0,0.0,0.0,0
C16675,19.0,1309.0,0.0,0.0,0.0,0.0,0.0,0
C1668,0.0,0.0,1.0,73.0,0.0,13.0,103.0,0
C1669,3.0,4.0,2.0,895.0,0.0,16.0,2522.0,0
C16694,13.0,133.0,0.0,0.0,0.0,0.0,0.0,0
C16698,16.0,111.0,0.0,0.0,0.0,0.0,0.0,0
C167,11.0,85.0,1.0,50.0,0.0,0.0,0.0,0
C1670,0.0,0.0,3.0,70.0,0.0,4.0,33.0,0
C16700,15.0,99.0,0.0,0.0,0.0,0.0,0.0,0
C16706,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1671,0.0,0.0,3.0,124.0,0.0,11.0,120.0,0
C16711,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0
C16714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1672,0.0,0.0,3.0,148.0,0.0,0.0,0.0,0
C16724,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C16727,18.0,60.0,0.0,0.0,0.0,0.0,0.0,0
C1673,1.0,1.0,2.0,286.0,0.0,5.0,146.0,0
C16739,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0
C1674,0.0,0.0,2.0,85.0,0.0,11.0,95.0,0
C16744,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C1675,0.0,0.0,2.0,61.0,0.0,12.0,174.0,0
C16756,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C16758,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0
C16760,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1677,0.0,0.0,1.0,103.0,0.0,10.0,96.0,0
C16775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C16777,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C1678,3.0,3.0,2.0,209.0,0.0,5.0,16.0,0
C16787,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0
C1679,2.0,4.0,7.0,1724.0,2.0,0.0,0.0,0
C16796,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0
C168,0.0,0.0,1.0,71.0,0.0,11.0,89.0,0
C1680,0.0,0.0,3.0,38.0,0.0,0.0,0.0,0
C16809,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1681,4.0,6.0,8.0,2160.0,0.0,6.0,48.0,0
C16811,23.0,1070.0,0.0,0.0,0.0,0.0,0.0,0
C16814,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0
C1682,0.0,0.0,1.0,55.0,0.0,10.0,96.0,0
C16825,24.0,412.0,0.0,0.0,0.0,0.0,0.0,0
C16828,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0
C16839,22.0,182.0,0.0,0.0,0.0,0.0,0.0,0
C1684,8.0,28.0,1.0,58.0,0.0,11.0,95.0,0
C1685,0.0,0.0,1.0,64.0,0.0,15.0,14651.0,0
C16852,13.0,47.0,0.0,0.0,0.0,0.0,0.0,0
C1686,0.0,0.0,2.0,78.0,0.0,13.0,99.0,0
C16860,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C16888,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C1689,0.0,0.0,1.0,1021.0,0.0,0.0,0.0,0
C16896,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C16897,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C169,0.0,0.0,2.0,95.0,0.0,11.0,86.0,0
C1690,0.0,0.0,1.0,61.0,0.0,13.0,102.0,0
C16907,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C1691,5.0,25.0,14.0,4128.0,0.0,5.0,84.0,0
C16916,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0
C1692,14.0,662.0,3.0,231.0,193.0,6.0,1620.0,0
C16921,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C16924,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0
C1693,0.0,0.0,1.0,3.0,0.0,15.0,150.0,0
C16933,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C16936,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C16937,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C16939,10.0,62.0,0.0,0.0,0.0,0.0,0.0,0
C1694,14.0,106.0,1.0,64.0,0.0,9.0,86.0,0
C16945,19.0,1027.0,0.0,0.0,0.0,0.0,0.0,0
C16947,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0
C1695,5.0,6.0,4.0,71.0,0.0,0.0,0.0,0
C16953,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0
C16957,7.0,663.0,0.0,0.0,0.0,0.0,0.0,0
C16963,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C16969,23.0,802.0,0.0,0.0,0.0,0.0,0.0,0
C1697,2.0,3.0,6.0,1063.0,0.0,0.0,0.0,0
C16972,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1698,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0
C16989,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C16993,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C17,11.0,21.0,3.0,154.0,0.0,13.0,106.0,0
C170,0.0,0.0,1.0,51.0,0.0,11.0,90.0,0
C1700,13.0,16.0,3.0,114.0,0.0,3.0,74.0,0
C17003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C17009,7.0,645.0,0.0,0.0,0.0,0.0,0.0,0
C1701,0.0,0.0,2.0,79.0,0.0,11.0,94.0,0
C17013,17.0,56.0,0.0,0.0,0.0,0.0,0.0,0
C17019,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0
C1702,3.0,3.0,1.0,30.0,0.0,3.0,70.0,0
C17023,7.0,989.0,0.0,0.0,0.0,0.0,0.0,0
C1703,0.0,0.0,65.0,2348.0,1.0,8.0,1048.0,0
C17033,13.0,74.0,0.0,0.0,0.0,0.0,0.0,0
C1704,9.0,41.0,1.0,85.0,0.0,11.0,93.0,0
C17043,16.0,349.0,0.0,0.0,0.0,0.0,0.0,0
C1705,16.0,137.0,2.0,405.0,0.0,10.0,90.0,0
C17050,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C17055,23.0,1106.0,0.0,0.0,0.0,0.0,0.0,0
C1706,0.0,0.0,2.0,65.0,0.0,8.0,152.0,0
C17060,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C17065,27.0,652.0,0.0,0.0,0.0,0.0,0.0,0
C1707,1.0,3.0,2.0,45.0,0.0,10.0,5303.0,0
C17070,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0
C17076,18.0,640.0,0.0,0.0,0.0,0.0,0.0,0
C17078,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C17080,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0
C17082,22.0,1269.0,0.0,0.0,0.0,0.0,0.0,0
C17083,23.0,1004.0,0.0,0.0,0.0,0.0,0.0,0
C1709,0.0,0.0,3.0,1864.0,0.0,0.0,0.0,0
C17090,22.0,276.0,0.0,0.0,0.0,0.0,0.0,0
C17094,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C171,0.0,0.0,1.0,69.0,0.0,14.0,101.0,0
C1710,1.0,3.0,7.0,12322.0,46.0,12.0,396.0,0
C1711,0.0,0.0,1.0,84.0,0.0,11.0,95.0,0
C17113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C17117,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0
C17119,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1712,17.0,92.0,2.0,133.0,0.0,17.0,117.0,0
C1713,0.0,0.0,9.0,494.0,0.0,7.0,908.0,0
C17135,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C1714,11.0,44.0,3.0,91.0,0.0,13.0,92.0,0
C17144,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0
C1715,0.0,0.0,3.0,148.0,0.0,3.0,12.0,0
C17151,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C17155,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C17157,26.0,451.0,0.0,0.0,0.0,0.0,0.0,0
C1716,0.0,0.0,1.0,84.0,0.0,12.0,96.0,0
C17167,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0
C1717,11.0,35.0,2.0,122.0,0.0,9.0,93.0,0
C17178,20.0,615.0,0.0,0.0,0.0,0.0,0.0,0
C1718,14.0,72.0,1.0,86.0,0.0,9.0,92.0,0
C17181,6.0,58.0,0.0,0.0,0.0,0.0,0.0,0
C1719,3.0,4.0,4.0,126.0,0.0,3.0,14.0,0
C17192,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0
C172,4.0,8.0,2.0,97.0,0.0,15.0,156.0,0
C1720,0.0,0.0,3.0,132.0,0.0,7.0,25.0,0
C17205,17.0,165.0,0.0,0.0,0.0,0.0,0.0,0
C17206,12.0,87.0,0.0,0.0,0.0,0.0,0.0,0
C17208,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0
C1721,0.0,0.0,2.0,140.0,0.0,9.0,91.0,0
C17219,6.0,679.0,0.0,0.0,0.0,0.0,0.0,0
C1722,14.0,52.0,2.0,231.0,0.0,5.0,55.0,0
C17225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1723,0.0,0.0,2.0,51.0,0.0,8.0,4799.0,0
C17232,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0
C17238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1724,7.0,21.0,1.0,56.0,0.0,10.0,89.0,0
C17240,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C17246,19.0,599.0,0.0,0.0,0.0,0.0,0.0,0
C1725,0.0,0.0,1.0,48.0,0.0,10.0,90.0,0
C1726,18.0,127.0,2.0,140.0,0.0,14.0,104.0,0
C17262,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0
C17269,18.0,947.0,0.0,0.0,0.0,0.0,0.0,0
C1727,0.0,0.0,3.0,3317.0,0.0,5.0,1209.0,0
C17276,5.0,72.0,0.0,0.0,0.0,0.0,0.0,0
C17277,20.0,704.0,0.0,0.0,0.0,0.0,0.0,0
C17279,18.0,1049.0,0.0,0.0,0.0,0.0,0.0,0
C1728,14.0,46.0,1.0,87.0,0.0,10.0,100.0,0
C17286,22.0,385.0,0.0,0.0,0.0,0.0,0.0,0
C1729,8.0,48.0,1.0,69.0,0.0,10.0,93.0,0
C17291,25.0,988.0,0.0,0.0,0.0,0.0,0.0,0
C173,0.0,0.0,2.0,79.0,0.0,14.0,104.0,0
C1730,0.0,0.0,3.0,52.0,2.0,12.0,149.0,0
C17300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1731,3.0,3.0,3.0,575.0,0.0,17.0,1664.0,0
C17310,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1732,1.0,1.0,3.0,577.0,0.0,5.0,110.0,0
C17322,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C1733,15.0,98.0,1.0,85.0,0.0,11.0,95.0,0
C17332,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0
C17334,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C17338,22.0,645.0,0.0,0.0,0.0,0.0,0.0,0
C1734,0.0,0.0,2.0,49.0,0.0,13.0,95.0,0
C17345,9.0,334.0,0.0,0.0,0.0,0.0,0.0,0
C1736,0.0,0.0,1.0,62.0,0.0,13.0,98.0,0
C17360,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C17365,14.0,428.0,0.0,0.0,0.0,0.0,0.0,0
C17366,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1737,0.0,0.0,6.0,864.0,0.0,9.0,1994.0,0
C17385,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0
C17387,8.0,69.0,0.0,0.0,0.0,0.0,0.0,0
C17392,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C174,0.0,0.0,2.0,142.0,0.0,12.0,94.0,0
C1740,12.0,47.0,1.0,95.0,0.0,10.0,96.0,0
C17400,26.0,1573.0,0.0,0.0,0.0,0.0,0.0,0
C17402,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C17404,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0
C17406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C17407,15.0,887.0,0.0,0.0,0.0,0.0,0.0,0
C1741,2.0,2.0,3.0,91.0,0.0,9.0,92.0,0
C17410,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C17412,19.0,546.0,0.0,0.0,0.0,0.0,0.0,0
C1742,11.0,52.0,1.0,83.0,0.0,10.0,93.0,0
C17429,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1743,0.0,0.0,1.0,46.0,0.0,8.0,98.0,0
C17437,8.0,132.0,0.0,0.0,0.0,0.0,0.0,0
C1744,0.0,0.0,4.0,150.0,2.0,26.0,285.0,0
C17443,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0
